Servidor,Protocolo,Data,HoraInicio,HoraFim,Duracao
vsrv16,SSTP,2017-08-03,08:51,08:54,3
vsrv16,SSTP,2017-08-03,08:56,09:21,25
vsrv17,SSTP,2017-08-03,09:23,09:44,21
vsrv17,SSTP,2017-08-03,09:49,09:53,4
vsrv8,SSTP,2017-08-03,09:59,10:02,3
vsrv17,SSTP,2017-08-03,10:03,10:03,0
vsrv17,SSTP,2017-08-03,10:05,10:08,3
vsrv16,SSTP,2017-08-03,10:11,10:12,1
vsrv17,SSTP,2017-08-03,10:16,10:20,4
vsrv16,SSTP,2017-08-03,10:25,10:27,2
vsrv8,PPTP,2017-08-03,09:13,10:33,80
vsrv16,SSTP,2017-08-03,10:31,10:33,2
vsrv8,PPTP,2017-08-03,10:43,10:44,1
vsrv16,PPTP,2017-08-03,10:44,10:45,1
vsrv16,PPTP,2017-08-03,10:46,10:46,0
vsrv11,PPTP,2017-08-03,10:44,10:51,7
vsrv8,SSTP,2017-08-03,10:36,11:17,41
vsrv16,PPTP,2017-08-03,11:14,11:39,25
vsrv16,SSTP,2017-08-03,12:08,12:09,1
vsrv11,PPTP,2017-08-03,13:03,13:04,1
vsrv11,PPTP,2017-08-03,12:48,13:11,23
vsrv8,SSTP,2017-08-03,13:28,13:33,5
vsrv17,SSTP,2017-08-03,13:32,13:51,19
vsrv8,PPTP,2017-08-03,11:55,14:02,127
vsrv11,PPTP,2017-08-03,13:30,14:41,71
vsrv16,SSTP,2017-08-03,14:48,14:49,1
vsrv17,PPTP,2017-08-03,08:21,17:10,529
vsrv16,SSTP,2017-08-03,15:25,18:04,159
vsrv16,SSTP,2017-08-03,09:07,18:05,538
vsrv8,PPTP,2017-08-03,18:02,18:38,36
vsrv16,PPTP,2017-08-03,21:40,22:11,31
vsrv8,PPTP,2017-08-03,22:11,22:28,17
vsrv16,SSTP,2017-08-03,23:46,00:30,44
vsrv17,PPTP,2017-08-04,00:30,00:50,20
vsrv17,PPTP,2017-08-04,01:58,02:04,6
vsrv17,PPTP,2017-08-04,05:27,05:47,20
vsrv8,SSTP,2017-08-04,08:39,08:50,11
vsrv11,SOFTETHER,2017-08-04,08:52,09:12,20
vsrv11,PPTP,2017-08-03,15:36,09:42,1086
vsrv16,PPTP,2017-08-04,06:39,09:46,187
vsrv8,PPTP,2017-08-04,08:17,11:46,209
vsrv11,PPTP,2017-08-04,13:14,14:10,56
vsrv16,SSTP,2017-08-04,14:30,14:30,0
vsrv8,SSTP,2017-08-04,14:31,14:33,2
vsrv16,SSTP,2017-08-04,14:34,14:35,1
vsrv17,SSTP,2017-08-04,14:36,14:38,2
vsrv17,SSTP,2017-08-04,14:39,14:40,1
vsrv17,SSTP,2017-08-04,14:40,14:41,1
vsrv16,SSTP,2017-08-04,14:43,14:44,1
vsrv17,SSTP,2017-08-04,14:47,14:47,0
vsrv16,SSTP,2017-08-04,14:56,14:58,2
vsrv16,PPTP,2017-08-04,09:36,15:06,330
vsrv8,PPTP,2017-08-04,15:05,15:07,2
vsrv8,PPTP,2017-08-04,15:07,15:08,1
vsrv16,PPTP,2017-08-04,15:58,16:44,46
vsrv11,SSTP,2017-08-04,16:54,16:57,3
vsrv8,PPTP,2017-08-04,14:14,16:58,164
vsrv17,PPTP,2017-08-04,17:16,17:39,23
vsrv17,SSTP,2017-08-04,09:05,18:01,536
vsrv16,PPTP,2017-08-04,18:34,19:01,27
vsrv11,PPTP,2017-08-04,09:46,21:50,724
vsrv8,PPTP,2017-08-05,01:48,01:51,3
vsrv8,SSTP,2017-08-05,01:06,03:28,142
vsrv16,PPTP,2017-08-05,13:48,14:13,25
vsrv16,PPTP,2017-08-05,14:14,15:02,48
vsrv11,PPTP,2017-08-05,10:06,17:31,445
vsrv17,SSTP,2017-08-05,17:21,17:32,11
vsrv11,OPENVPN_L2,2017-08-05,17:01,18:30,89
vsrv16,PPTP,2017-08-05,18:46,21:02,136
vsrv17,SSTP,2017-08-05,18:09,21:17,188
vsrv11,PPTP,2017-08-05,21:52,23:12,80
vsrv8,PPTP,2017-08-05,21:57,23:16,79
vsrv8,PPTP,2017-08-06,00:29,01:44,75
vsrv16,PPTP,2017-08-06,01:54,02:42,48
vsrv8,SSTP,2017-08-06,10:09,11:09,60
vsrv11,PPTP,2017-08-06,10:23,14:28,245
vsrv11,PPTP,2017-08-06,14:31,15:22,51
vsrv11,PPTP,2017-08-06,15:26,15:59,33
vsrv16,PPTP,2017-08-06,16:57,17:23,26
vsrv11,PPTP,2017-08-06,16:02,20:06,244
vsrv11,PPTP,2017-08-06,20:11,20:50,39
vsrv8,SSTP,2017-08-06,20:44,21:27,43
vsrv11,PPTP,2017-08-06,20:58,21:42,44
vsrv8,SSTP,2017-08-06,21:13,21:42,29
vsrv16,PPTP,2017-08-07,00:37,01:01,24
vsrv17,PPTP,2017-08-07,00:23,01:21,58
vsrv8,PPTP,2017-08-07,01:13,01:26,13
vsrv16,PPTP,2017-08-07,02:45,02:52,7
vsrv8,SSTP,2017-08-07,01:37,02:56,79
vsrv16,PPTP,2017-08-07,02:51,03:37,46
vsrv16,PPTP,2017-08-07,09:34,09:34,0
vsrv17,PPTP,2017-08-07,09:34,09:35,1
vsrv11,PPTP,2017-08-07,10:45,11:11,26
vsrv16,PPTP,2017-08-07,11:32,11:32,0
vsrv17,PPTP,2017-08-07,11:53,11:55,2
vsrv17,PPTP,2017-08-07,11:55,11:57,2
vsrv17,OPENVPN_L2,2017-08-07,14:07,14:08,1
vsrv16,PPTP,2017-08-07,11:33,14:14,161
vsrv11,PPTP,2017-08-07,14:47,14:49,2
vsrv17,SSTP,2017-08-07,17:34,17:36,2
vsrv16,PPTP,2017-08-07,16:25,17:57,92
vsrv11,PPTP,2017-08-07,15:09,18:29,200
vsrv17,PPTP,2017-08-07,09:35,20:56,681
vsrv17,PPTP,2017-08-07,21:35,21:36,1
vsrv16,PPTP,2017-08-07,23:28,23:47,19
vsrv8,PPTP,2017-08-07,22:23,23:59,96
vsrv16,PPTP,2017-08-08,02:00,02:27,27
vsrv11,SSTP,2017-08-08,09:02,09:06,4
vsrv11,SSTP,2017-08-08,09:10,09:13,3
vsrv11,SSTP,2017-08-08,09:24,09:34,10
vsrv11,SSTP,2017-08-08,09:34,09:41,7
vsrv11,SSTP,2017-08-08,09:41,09:41,0
vsrv17,PPTP,2017-08-08,10:21,10:21,0
vsrv16,SSTP,2017-08-08,00:41,10:29,588
vsrv16,PPTP,2017-08-08,10:35,10:39,4
vsrv8,PPTP,2017-08-08,07:09,10:40,211
vsrv16,PPTP,2017-08-08,10:39,10:43,4
vsrv17,PPTP,2017-08-08,11:37,13:04,87
vsrv11,SSTP,2017-08-08,14:28,14:31,3
vsrv8,SSTP,2017-08-08,14:59,15:03,4
vsrv16,PPTP,2017-08-08,10:22,16:14,352
vsrv17,PPTP,2017-08-08,10:44,16:49,365
vsrv8,SSTP,2017-08-08,17:24,17:24,0
vsrv17,SSTP,2017-08-08,10:57,18:10,433
vsrv16,PPTP,2017-08-08,16:50,19:09,139
vsrv16,PPTP,2017-08-08,19:28,19:28,0
vsrv16,PPTP,2017-08-08,22:04,22:24,20
vsrv17,PPTP,2017-08-08,20:08,22:29,141
vsrv8,SSTP,2017-08-08,21:27,23:16,109
vsrv17,PPTP,2017-08-09,01:05,01:47,42
vsrv17,PPTP,2017-08-09,11:23,11:28,5
vsrv16,PPTP,2017-08-09,12:24,13:31,67
vsrv16,SSTP,2017-08-09,16:04,16:06,2
vsrv17,PPTP,2017-08-09,16:08,17:47,99
vsrv17,PPTP,2017-08-09,17:38,18:38,60
vsrv17,PPTP,2017-08-09,10:14,19:15,541
vsrv8,PPTP,2017-08-09,18:55,22:39,224
vsrv16,PPTP,2017-08-09,23:29,23:30,1
vsrv16,PPTP,2017-08-10,01:24,01:46,22
vsrv16,PPTP,2017-08-10,04:01,05:36,95
vsrv11,SSTP,2017-08-10,06:38,06:41,3
vsrv11,SSTP,2017-08-10,06:41,06:53,12
vsrv11,SSTP,2017-08-10,06:53,07:06,13
vsrv16,PPTP,2017-08-10,07:14,07:19,5
vsrv11,SSTP,2017-08-10,07:06,08:00,54
vsrv11,SSTP,2017-08-10,08:00,08:01,1
vsrv17,PPTP,2017-08-10,10:05,10:40,35
vsrv17,PPTP,2017-08-10,11:42,11:55,13
vsrv8,SSTP,2017-08-10,10:42,12:39,117
vsrv16,PPTP,2017-08-10,09:54,13:28,214
vsrv17,PPTP,2017-08-10,15:05,17:18,133
vsrv16,PPTP,2017-08-10,17:20,17:48,28
vsrv16,PPTP,2017-08-10,15:46,18:45,179
vsrv8,PPTP,2017-08-10,08:15,19:12,657
vsrv11,PPTP,2017-08-10,19:55,19:57,2
vsrv8,PPTP,2017-08-10,20:09,20:10,1
vsrv11,PPTP,2017-08-10,22:46,23:24,38
vsrv11,SOFTETHER,2017-08-10,23:17,23:35,18
vsrv8,PPTP,2017-08-10,23:38,23:52,14
vsrv8,PPTP,2017-08-10,23:43,23:53,10
vsrv8,PPTP,2017-08-10,23:53,00:07,14
vsrv17,PPTP,2017-08-11,00:16,00:20,4
vsrv8,PPTP,2017-08-11,00:06,00:53,47
vsrv17,PPTP,2017-08-11,00:51,01:37,46
vsrv17,PPTP,2017-08-11,00:09,03:12,183
vsrv16,PPTP,2017-08-11,04:51,05:10,19
vsrv17,PPTP,2017-08-11,05:37,06:01,24
vsrv11,PPTP,2017-08-11,10:00,10:19,19
vsrv11,PPTP,2017-08-11,10:39,10:59,20
vsrv16,PPTP,2017-08-10,23:19,12:03,764
vsrv16,PPTP,2017-08-11,10:55,12:03,68
vsrv11,PPTP,2017-08-11,10:23,12:11,108
vsrv11,PPTP,2017-08-11,12:14,12:15,1
vsrv11,PPTP,2017-08-11,12:39,12:40,1
vsrv8,PPTP,2017-08-11,12:02,13:15,73
vsrv11,PPTP,2017-08-11,12:40,13:46,66
vsrv8,PPTP,2017-08-11,09:59,13:59,240
vsrv16,PPTP,2017-08-11,14:02,14:03,1
vsrv11,SOFTETHER,2017-08-11,12:57,14:11,74
vsrv11,PPTP,2017-08-11,12:16,15:22,186
vsrv16,PPTP,2017-08-11,14:02,15:24,82
vsrv8,SSTP,2017-08-11,13:58,15:37,99
vsrv17,PPTP,2017-08-11,06:08,15:51,583
vsrv11,PPTP,2017-08-11,15:29,16:19,50
vsrv17,PPTP,2017-08-11,16:37,17:14,37
vsrv17,PPTP,2017-08-11,17:52,17:59,7
vsrv11,PPTP,2017-08-11,17:03,18:05,62
vsrv16,PPTP,2017-08-11,15:40,19:14,214
vsrv8,PPTP,2017-08-11,20:23,20:42,19
vsrv11,PPTP,2017-08-11,20:17,20:57,40
vsrv11,PPTP,2017-08-11,20:58,21:13,15
vsrv8,SSTP,2017-08-11,21:42,21:55,13
vsrv16,PPTP,2017-08-11,21:52,21:59,7
vsrv11,PPTP,2017-08-11,21:22,22:16,54
vsrv11,PPTP,2017-08-11,22:52,22:54,2
vsrv11,PPTP,2017-08-11,22:54,23:11,17
vsrv11,PPTP,2017-08-11,23:17,23:42,25
vsrv11,PPTP,2017-08-11,23:47,00:33,46
vsrv11,PPTP,2017-08-12,01:05,01:06,1
vsrv16,PPTP,2017-08-12,02:05,02:38,33
vsrv17,SSTP,2017-08-12,08:20,10:42,142
vsrv11,PPTP,2017-08-12,11:43,12:10,27
vsrv8,SSTP,2017-08-12,11:25,12:31,66
vsrv16,SSTP,2017-08-12,13:14,13:24,10
vsrv11,PPTP,2017-08-12,13:22,13:39,17
vsrv11,PPTP,2017-08-12,15:20,17:04,104
vsrv11,PPTP,2017-08-12,17:06,17:59,53
vsrv17,SSTP,2017-08-12,18:09,18:09,0
vsrv11,PPTP,2017-08-12,18:07,19:50,103
vsrv11,PPTP,2017-08-12,21:25,21:58,33
vsrv11,PPTP,2017-08-12,23:10,23:13,3
vsrv17,PPTP,2017-08-12,16:06,00:30,504
vsrv17,PPTP,2017-08-13,01:41,01:53,12
vsrv8,PPTP,2017-08-13,05:13,05:53,40
vsrv16,OPENVPN_L2,2017-08-13,10:39,10:40,1
vsrv8,SSTP,2017-08-13,10:40,10:44,4
vsrv8,SSTP,2017-08-13,10:44,10:47,3
vsrv11,PPTP,2017-08-13,09:52,10:50,58
vsrv11,PPTP,2017-08-13,10:51,11:00,9
vsrv11,PPTP,2017-08-13,11:09,11:39,30
vsrv11,PPTP,2017-08-13,11:44,12:55,71
vsrv17,PPTP,2017-08-13,12:46,12:58,12
vsrv11,PPTP,2017-08-13,12:59,13:06,7
vsrv11,PPTP,2017-08-13,13:11,13:18,7
vsrv8,PPTP,2017-08-13,13:19,13:22,3
vsrv8,PPTP,2017-08-13,13:22,13:28,6
vsrv16,PPTP,2017-08-13,14:22,14:35,13
vsrv8,PPTP,2017-08-13,20:09,20:10,1
vsrv8,PPTP,2017-08-13,19:28,20:13,45
vsrv16,PPTP,2017-08-13,20:10,22:05,115
vsrv8,SSTP,2017-08-13,21:15,22:24,69
vsrv17,PPTP,2017-08-13,16:24,22:29,365
vsrv16,SSTP,2017-08-13,22:31,22:31,0
vsrv16,PPTP,2017-08-14,01:49,02:03,14
vsrv8,SSTP,2017-08-14,09:48,09:50,2
vsrv17,PPTP,2017-08-14,07:12,10:29,197
vsrv16,SSTP,2017-08-14,11:05,11:06,1
vsrv8,PPTP,2017-08-14,11:54,11:56,2
vsrv8,PPTP,2017-08-14,11:57,11:58,1
vsrv16,PPTP,2017-08-14,11:57,12:09,12
vsrv16,PPTP,2017-08-14,13:13,13:52,39
vsrv17,PPTP,2017-08-14,14:36,14:37,1
vsrv8,PPTP,2017-08-14,14:38,14:39,1
vsrv17,PPTP,2017-08-14,10:35,17:33,418
vsrv11,PPTP,2017-08-14,17:31,17:39,8
vsrv8,SSTP,2017-08-14,17:48,17:49,1
vsrv8,SSTP,2017-08-14,13:20,18:36,316
vsrv17,PPTP,2017-08-14,18:41,18:47,6
vsrv16,PPTP,2017-08-14,10:03,18:55,532
vsrv16,PPTP,2017-08-14,19:13,19:13,0
vsrv8,SSTP,2017-08-14,17:38,19:55,137
vsrv16,PPTP,2017-08-14,19:41,20:03,22
vsrv17,SSTP,2017-08-14,20:25,20:25,0
vsrv17,SSTP,2017-08-14,20:27,20:29,2
vsrv17,PPTP,2017-08-14,20:58,22:27,89
vsrv8,PPTP,2017-08-14,20:03,00:37,274
vsrv17,PPTP,2017-08-15,00:21,00:44,23
vsrv17,PPTP,2017-08-15,04:49,04:49,0
vsrv17,PPTP,2017-08-15,04:49,05:42,53
vsrv16,SSTP,2017-08-15,08:43,09:15,32
vsrv17,SSTP,2017-08-15,09:28,09:28,0
vsrv8,PPTP,2017-08-15,11:44,11:44,0
vsrv8,PPTP,2017-08-15,11:45,11:53,8
vsrv16,SSTP,2017-08-15,09:29,12:44,195
vsrv8,PPTP,2017-08-15,16:38,16:39,1
vsrv8,PPTP,2017-08-15,15:23,18:20,177
vsrv16,PPTP,2017-08-15,18:42,20:14,92
vsrv8,SSTP,2017-08-15,20:43,20:54,11
vsrv16,PPTP,2017-08-15,19:45,21:41,116
vsrv11,SSTP,2017-08-15,22:58,23:07,9
vsrv17,PPTP,2017-08-15,23:14,23:16,2
vsrv16,PPTP,2017-08-15,23:36,23:37,1
vsrv17,PPTP,2017-08-15,23:45,23:46,1
vsrv17,PPTP,2017-08-15,19:37,00:15,278
vsrv16,PPTP,2017-08-16,01:31,01:58,27
vsrv17,SSTP,2017-08-16,03:23,03:28,5
vsrv11,SSTP,2017-08-16,07:06,07:11,5
vsrv11,SSTP,2017-08-16,07:20,07:31,11
vsrv17,PPTP,2017-08-16,10:14,10:23,9
vsrv8,PPTP,2017-08-16,11:05,11:14,9
vsrv16,PPTP,2017-08-16,11:28,11:36,8
vsrv17,SSTP,2017-08-16,11:33,13:53,140
vsrv16,PPTP,2017-08-16,11:14,15:09,235
vsrv8,SSTP,2017-08-16,16:57,16:57,0
vsrv17,SSTP,2017-08-16,16:57,16:58,1
vsrv16,SSTP,2017-08-16,17:21,17:24,3
vsrv8,SSTP,2017-08-16,17:31,17:38,7
vsrv8,PPTP,2017-08-16,16:34,17:53,79
vsrv8,SSTP,2017-08-16,17:38,18:01,23
vsrv16,PPTP,2017-08-16,10:24,19:01,517
vsrv8,PPTP,2017-08-16,21:58,22:29,31
vsrv8,PPTP,2017-08-16,23:38,00:00,22
vsrv16,PPTP,2017-08-17,00:20,00:28,8
vsrv17,PPTP,2017-08-17,00:00,01:17,77
vsrv8,PPTP,2017-08-17,01:42,02:04,22
vsrv17,PPTP,2017-08-17,10:03,10:04,1
vsrv16,PPTP,2017-08-17,06:14,10:06,232
vsrv8,PPTP,2017-08-17,10:06,11:29,83
vsrv11,SSTP,2017-08-17,11:29,11:31,2
vsrv16,PPTP,2017-08-17,11:31,11:33,2
vsrv17,PPTP,2017-08-17,11:33,12:07,34
vsrv11,PPTP,2017-08-17,12:09,12:10,1
vsrv11,PPTP,2017-08-17,12:11,12:31,20
vsrv17,SSTP,2017-08-17,00:24,12:37,733
vsrv16,PPTP,2017-08-17,12:33,12:42,9
vsrv17,SSTP,2017-08-17,11:03,12:43,100
vsrv16,PPTP,2017-08-17,12:43,12:46,3
vsrv16,PPTP,2017-08-17,13:24,13:26,2
vsrv8,PPTP,2017-08-17,11:38,13:27,109
vsrv8,SSTP,2017-08-17,14:02,14:24,22
vsrv17,PPTP,2017-08-16,16:13,15:21,1388
vsrv17,PPTP,2017-08-17,16:44,18:53,129
vsrv8,PPTP,2017-08-17,13:26,19:15,349
vsrv17,PPTP,2017-08-17,10:51,19:20,509
vsrv17,SSTP,2017-08-17,22:46,22:48,2
vsrv16,SSTP,2017-08-17,22:49,22:49,0
vsrv8,PPTP,2017-08-18,01:39,01:40,1
vsrv8,PPTP,2017-08-18,01:40,02:05,25
vsrv17,SSTP,2017-08-18,03:24,03:25,1
vsrv11,SSTP,2017-08-18,08:35,08:50,15
vsrv11,SSTP,2017-08-18,08:51,09:16,25
vsrv16,SSTP,2017-08-18,09:41,09:44,3
vsrv8,PPTP,2017-08-18,10:01,10:02,1
vsrv17,PPTP,2017-08-18,10:03,10:40,37
vsrv8,PPTP,2017-08-18,12:59,13:07,8
vsrv16,PPTP,2017-08-18,12:24,13:15,51
vsrv16,PPTP,2017-08-18,13:07,13:44,37
vsrv17,PPTP,2017-08-18,14:36,15:01,25
vsrv16,PPTP,2017-08-18,10:40,15:29,289
vsrv16,PPTP,2017-08-18,15:33,15:35,2
vsrv16,PPTP,2017-08-18,15:35,15:37,2
vsrv8,PPTP,2017-08-18,15:42,16:41,59
vsrv8,PPTP,2017-08-18,15:16,17:33,137
vsrv8,PPTP,2017-08-18,16:58,18:13,75
vsrv8,SSTP,2017-08-18,10:14,18:23,489
vsrv16,PPTP,2017-08-18,15:40,19:51,251
vsrv11,OPENVPN_L3,2017-08-18,23:58,23:58,0
vsrv11,OPENVPN_L3,2017-08-18,23:59,00:00,1
vsrv11,OPENVPN_L3,2017-08-19,00:00,00:00,0
vsrv11,OPENVPN_L3,2017-08-19,00:03,00:10,7
vsrv11,OPENVPN_L3,2017-08-19,00:14,00:15,1
vsrv11,OPENVPN_L3,2017-08-19,00:20,00:25,5
vsrv11,OPENVPN_L3,2017-08-19,00:25,00:26,1
vsrv11,OPENVPN_L3,2017-08-19,00:29,00:29,0
vsrv11,OPENVPN_L3,2017-08-19,00:36,00:36,0
vsrv11,OPENVPN_L3,2017-08-19,00:37,00:37,0
vsrv11,OPENVPN_L3,2017-08-19,00:42,00:42,0
vsrv11,OPENVPN_L3,2017-08-19,00:42,00:42,0
vsrv11,OPENVPN_L3,2017-08-19,00:48,00:48,0
vsrv8,PPTP,2017-08-19,00:47,00:50,3
vsrv11,OPENVPN_L3,2017-08-19,00:56,00:56,0
vsrv11,OPENVPN_L3,2017-08-19,00:58,00:59,1
vsrv11,OPENVPN_L3,2017-08-19,01:00,01:00,0
vsrv11,OPENVPN_L3,2017-08-19,01:01,01:02,1
vsrv11,OPENVPN_L3,2017-08-19,01:11,01:11,0
vsrv17,PPTP,2017-08-18,17:56,01:13,437
vsrv11,OPENVPN_L3,2017-08-19,01:16,01:16,0
vsrv11,OPENVPN_L3,2017-08-19,01:21,01:22,1
vsrv11,OPENVPN_L3,2017-08-19,01:30,01:30,0
vsrv11,OPENVPN_L3,2017-08-19,01:33,01:33,0
vsrv11,OPENVPN_L3,2017-08-19,01:35,01:35,0
vsrv11,OPENVPN_L3,2017-08-19,01:39,01:39,0
vsrv11,OPENVPN_L3,2017-08-19,01:46,01:46,0
vsrv11,OPENVPN_L3,2017-08-19,01:51,01:51,0
vsrv11,OPENVPN_L3,2017-08-19,01:52,01:52,0
vsrv11,OPENVPN_L3,2017-08-19,01:52,01:52,0
vsrv8,PPTP,2017-08-19,01:17,01:56,39
vsrv11,OPENVPN_L3,2017-08-19,02:01,02:02,1
vsrv11,OPENVPN_L3,2017-08-19,02:02,02:03,1
vsrv11,OPENVPN_L3,2017-08-19,02:12,02:13,1
vsrv11,OPENVPN_L3,2017-08-19,02:22,02:23,1
vsrv11,OPENVPN_L3,2017-08-19,02:25,02:26,1
vsrv11,OPENVPN_L3,2017-08-19,02:33,02:33,0
vsrv11,OPENVPN_L3,2017-08-19,02:43,02:44,1
vsrv11,OPENVPN_L3,2017-08-19,02:46,02:46,0
vsrv11,OPENVPN_L3,2017-08-19,02:54,02:55,1
vsrv11,OPENVPN_L3,2017-08-19,03:02,03:02,0
vsrv11,OPENVPN_L3,2017-08-19,03:04,03:05,1
vsrv11,OPENVPN_L3,2017-08-19,03:07,03:07,0
vsrv11,OPENVPN_L3,2017-08-19,03:15,03:16,1
vsrv11,OPENVPN_L3,2017-08-19,03:23,03:24,1
vsrv11,OPENVPN_L3,2017-08-19,03:26,03:26,0
vsrv11,OPENVPN_L3,2017-08-19,03:36,03:36,0
vsrv11,OPENVPN_L3,2017-08-19,03:41,03:41,0
vsrv11,OPENVPN_L3,2017-08-19,03:46,03:47,1
vsrv11,OPENVPN_L3,2017-08-19,03:56,03:56,0
vsrv11,OPENVPN_L3,2017-08-19,03:57,03:57,0
vsrv11,OPENVPN_L3,2017-08-19,04:08,04:08,0
vsrv11,OPENVPN_L3,2017-08-19,04:09,04:10,1
vsrv11,OPENVPN_L3,2017-08-19,04:10,04:10,0
vsrv11,OPENVPN_L3,2017-08-19,04:15,04:16,1
vsrv11,OPENVPN_L3,2017-08-19,04:26,04:27,1
